Area_name,STCOU,EDU010187F,EDU010187D,EDU010187N1,EDU010187N2,EDU010188F,EDU010188D,EDU010188N1,EDU010188N2,EDU010189F,EDU010189D,EDU010189N1,EDU010189N2,EDU010190F,EDU010190D,EDU010190N1,EDU010190N2,EDU010191F,EDU010191D,EDU010191N1,EDU010191N2,EDU010192F,EDU010192D,EDU010192N1,EDU010192N2,EDU010193F,EDU010193D,EDU010193N1,EDU010193N2,EDU010194F,EDU010194D,EDU010194N1,EDU010194N2,EDU010195F,EDU010195D,EDU010195N1,EDU010195N2,EDU010196F,EDU010196D,EDU010196N1,EDU010196N2
"Santa Cruz, AZ",04023,0,6033,0000,0000,0,6330,0000,0000,0,6858,0000,0000,0,6995,0000,0000,0,7442,0000,0000,0,7615,0000,0000,0,7931,0000,0000,0,8320,0000,0000,0,8643,0000,0000,0,8869,0000,0000
"Yavapai, AZ",04025,0,14266,0000,0000,0,15154,0000,0000,0,15624,0000,0000,0,16214,0000,0000,0,16496,0000,0000,0,17281,0000,0000,0,18156,0000,0000,0,19355,0000,0000,0,20254,0000,0000,0,20681,0000,0000
"Yuma, AZ",04027,0,18696,0000,0000,0,19475,0000,0000,0,20816,0000,0000,0,21565,0000,0000,0,22455,0000,0000,0,23672,0000,0000,0,24789,0000,0000,0,25505,0000,0000,0,27310,0000,0000,0,27149,0000,0000
ARKANSAS,05000,0,429260,0000,0000,0,437155,0000,0000,0,441907,0000,0000,0,436023,0000,0000,0,436209,0000,0000,0,438772,0000,0000,0,442169,0000,0000,0,447719,0000,0000,0,448109,0000,0000,0,455547,0000,0000
"Arkansas, AR",05001,0,4272,0000,0000,0,4274,0000,0000,0,4290,0000,0000,0,4163,0000,0000,0,4081,0000,0000,0,4081,0000,0000,0,3983,0000,0000,0,3895,0000,0000,0,3875,0000,0000,0,3777,0000,0000
"Ashley, AR",05003,0,5182,0000,0000,0,5260,0000,0000,0,5163,0000,0000,0,5007,0000,0000,0,4968,0000,0000,0,4932,0000,0000,0,4932,0000,0000,0,4985,0000,0000,0,4965,0000,0000,0,4730,0000,0000
"Baxter, AR",05005,0,4667,0000,0000,0,4615,0000,0000,0,4621,0000,0000,0,4646,0000,0000,0,4637,0000,0000,0,4749,0000,0000,0,4725,0000,0000,0,4830,0000,0000,0,4912,0000,0000,0,5039,0000,0000
"Benton, AR",05007,0,14454,0000,0000,0,15090,0000,0000,0,15536,0000,0000,0,15991,0000,0000,0,16593,0000,0000,0,17392,0000,0000,0,18142,0000,0000,0,19050,0000,0000,0,20251,0000,0000,0,22008,0000,0000
"Boone, AR",05009,0,5261,0000,0000,0,5286,0000,0000,0,5180,0000,0000,0,5212,0000,0000,0,5288,0000,0000,0,5372,0000,0000,0,5492,0000,0000,0,5685,0000,0000,0,5792,0000,0000,0,5833,0000,0000
"Bradley, AR",05011,0,2515,0000,0000,0,2488,0000,0000,0,2497,0000,0000,0,2443,0000,0000,0,2467,0000,0000,0,2405,0000,0000,0,2426,0000,0000,0,2378,0000,0000,0,2368,0000,0000,0,2316,0000,0000
"Calhoun, AR",05013,0,897,0000,0000,0,911,0000,0000,0,912,0000,0000,0,912,0000,0000,0,919,0000,0000,0,939,0000,0000,0,933,0000,0000,0,942,0000,0000,0,935,0000,0000,0,897,0000,0000
"Carroll, AR",05015,0,2941,0000,0000,0,2987,0000,0000,0,3062,0000,0000,0,3086,0000,0000,0,3156,0000,0000,0,3276,0000,0000,0,3399,0000,0000,0,3531,0000,0000,0,3593,0000,0000,0,3675,0000,0000
"Chicot, AR",05017,0,3942,0000,0000,0,3869,0000,0000,0,3792,0000,0000,0,3613,0000,0000,0,3468,0000,0000,0,3342,0000,0000,0,3240,0000,0000,0,3300,0000,0000,0,3178,0000,0000,0,3091,0000,0000
"Clark, AR",05019,0,3683,0000,0000,0,3569,0000,0000,0,3455,0000,0000,0,3411,0000,0000,0,3471,0000,0000,0,3463,0000,0000,0,3502,0000,0000,0,3563,0000,0000,0,3560,0000,0000,0,3339,0000,0000
"Clay, AR",05021,0,3243,0000,0000,0,3228,0000,0000,0,3128,0000,0000,0,3046,0000,0000,0,3001,0000,0000,0,3007,0000,0000,0,2981,0000,0000,0,3037,0000,0000,0,3017,0000,0000,0,3040,0000,0000
"Cleburne, AR",05023,0,3016,0000,0000,0,3028,0000,0000,0,3046,0000,0000,0,3054,0000,0000,0,3104,0000,0000,0,3222,0000,0000,0,3178,0000,0000,0,3308,0000,0000,0,3327,0000,0000,0,3428,0000,0000
"Cleveland, AR",05025,0,1459,0000,0000,0,1480,0000,0000,0,1527,0000,0000,0,1489,0000,0000,0,1505,0000,0000,0,1515,0000,0000,0,1497,0000,0000,0,1538,0000,0000,0,1523,0000,0000,0,1519,0000,0000
"Columbia, AR",05027,0,5017,0000,0000,0,5084,0000,0000,0,5076,0000,0000,0,5102,0000,0000,0,5013,0000,0000,0,4987,0000,0000,0,5035,0000,0000,0,4990,0000,0000,0,5017,0000,0000,0,4937,0000,0000
"Conway, AR",05029,0,3507,0000,0000,0,3441,0000,0000,0,3447,0000,0000,0,3432,0000,0000,0,3442,0000,0000,0,3446,0000,0000,0,3496,0000,0000,0,3466,0000,0000,0,3535,0000,0000,0,3602,0000,0000
"Craighead, AR",05031,0,11904,0000,0000,0,12191,0000,0000,0,12143,0000,0000,0,11968,0000,0000,0,12068,0000,0000,0,12267,0000,0000,0,12407,0000,0000,0,12419,0000,0000,0,12380,0000,0000,0,12649,0000,0000
"Crawford, AR",05033,0,8260,0000,0000,0,8409,0000,0000,0,8751,0000,0000,0,8866,0000,0000,0,8997,0000,0000,0,9224,0000,0000,0,9484,0000,0000,0,9603,0000,0000,0,9774,0000,0000,0,9981,0000,0000
"Crittenden, AR",05035,0,10831,0000,0000,0,10939,0000,0000,0,11177,0000,0000,0,10872,0000,0000,0,10614,0000,0000,0,10566,0000,0000,0,10713,0000,0000,0,10622,0000,0000,0,10701,0000,0000,0,10680,0000,0000
"Cross, AR",05037,0,4595,0000,0000,0,4559,0000,0000,0,4543,0000,0000,0,4457,0000,0000,0,4337,0000,0000,0,4313,0000,0000,0,4309,0000,0000,0,4212,0000,0000,0,4226,0000,0000,0,4137,0000,0000
"Dallas, AR",05039,0,2051,0000,0000,0,2000,0000,0000,0,1953,0000,0000,0,2010,0000,0000,0,1863,0000,0000,0,1891,0000,0000,0,1898,0000,0000,0,1970,0000,0000,0,1920,0000,0000,0,1862,0000,0000
"Desha, AR",05041,0,4518,0000,0000,0,4498,0000,0000,0,4522,0000,0000,0,4424,0000,0000,0,4369,0000,0000,0,4232,0000,0000,0,4244,0000,0000,0,4158,0000,0000,0,4087,0000,0000,0,4070,0000,0000
"Drew, AR",05043,0,3334,0000,0000,0,3307,0000,0000,0,3272,0000,0000,0,3260,0000,0000,0,3244,0000,0000,0,3235,0000,0000,0,3298,0000,0000,0,3271,0000,0000,0,3271,0000,0000,0,3315,0000,0000
"Faulkner, AR",05045,0,9061,0000,0000,0,9536,0000,0000,0,10069,0000,0000,0,10297,0000,0000,0,10551,0000,0000,0,10878,0000,0000,0,11483,0000,0000,0,11954,0000,0000,0,12652,0000,0000,0,13078,0000,0000
"Franklin, AR",05047,0,3296,0000,0000,0,3297,0000,0000,0,3344,0000,0000,0,3332,0000,0000,0,3262,0000,0000,0,3288,0000,0000,0,3280,0000,0000,0,3317,0000,0000,0,3470,0000,0000,0,3482,0000,0000
"Fulton, AR",05049,0,1662,0000,0000,0,1664,0000,0000,0,1625,0000,0000,0,1594,0000,0000,0,1561,0000,0000,0,1541,0000,0000,0,1645,0000,0000,0,1682,0000,0000,0,1740,0000,0000,0,1723,0000,0000
"Garland, AR",05051,0,11788,0000,0000,0,11675,0000,0000,0,11595,0000,0000,0,11380,0000,0000,0,11318,0000,0000,0,11445,0000,0000,0,11725,0000,0000,0,11931,0000,0000,0,12056,0000,0000,0,12601,0000,0000
"Grant, AR",05053,0,3776,0000,0000,0,3825,0000,0000,0,3961,0000,0000,0,3959,0000,0000,0,4022,0000,0000,0,4047,0000,0000,0,4113,0000,0000,0,4089,0000,0000,0,4154,0000,0000,0,4277,0000,0000
"Greene, AR",05055,0,5718,0000,0000,0,5649,0000,0000,0,5708,0000,0000,0,5693,0000,0000,0,5761,0000,0000,0,5834,0000,0000,0,5935,0000,0000,0,6140,0000,0000,0,6266,0000,0000,0,6220,0000,0000
"Hempstead, AR",05057,0,4264,0000,0000,0,4268,0000,0000,0,4230,0000,0000,0,4292,0000,0000,0,4264,0000,0000,0,4300,0000,0000,0,4343,0000,0000,0,4501,0000,0000,0,4458,0000,0000,0,4452,0000,0000
"Hot Spring, AR",05059,0,5478,0000,0000,0,5403,0000,0000,0,5444,0000,0000,0,5390,0000,0000,0,5352,0000,0000,0,5453,0000,0000,0,5558,0000,0000,0,5660,0000,0000,0,5672,0000,0000,0,5679,0000,0000
"Howard, AR",05061,0,2935,0000,0000,0,2943,0000,0000,0,2979,0000,0000,0,2988,0000,0000,0,3008,0000,0000,0,3007,0000,0000,0,3055,0000,0000,0,3099,0000,0000,0,3100,0000,0000,0,3125,0000,0000
"Independence, AR",05063,0,5709,0000,0000,0,5728,0000,0000,0,5743,0000,0000,0,5809,0000,0000,0,5764,0000,0000,0,5791,0000,0000,0,5830,0000,0000,0,5922,0000,0000,0,5962,0000,0000,0,6006,0000,0000
"Izard, AR",05065,0,1617,0000,0000,0,1680,0000,0000,0,1718,0000,0000,0,1755,0000,0000,0,1785,0000,0000,0,1788,0000,0000,0,1861,0000,0000,0,1920,0000,0000,0,1930,0000,0000,0,2029,0000,0000
"Jackson, AR",05067,0,3351,0000,0000,0,3347,0000,0000,0,3370,0000,0000,0,3322,0000,0000,0,3283,0000,0000,0,3233,0000,0000,0,3143,0000,0000,0,3049,0000,0000,0,3094,0000,0000,0,3013,0000,0000
"Jefferson, AR",05069,0,18487,0000,0000,0,17475,0000,0000,0,19420,0000,0000,0,18102,0000,0000,0,18292,0000,0000,0,17981,0000,0000,0,16842,0000,0000,0,19490,0000,0000,0,16716,0000,0000,0,18834,0000,0000
"Johnson, AR",05071,0,3312,0000,0000,0,3335,0000,0000,0,3337,0000,0000,0,3382,0000,0000,0,3398,0000,0000,0,3415,0000,0000,0,3486,0000,0000,0,3540,0000,0000,0,3679,0000,0000,0,3796,0000,0000
"Lafayette, AR",05073,0,1937,0000,0000,0,1951,0000,0000,0,1997,0000,0000,0,1967,0000,0000,0,2039,0000,0000,0,1932,0000,0000,0,1877,0000,0000,0,1841,0000,0000,0,1729,0000,0000,0,1782,0000,0000
"Lawrence, AR",05075,0,3369,0000,0000,0,3308,0000,0000,0,3293,0000,0000,0,3279,0000,0000,0,3211,0000,0000,0,3275,0000,0000,0,3361,0000,0000,0,3378,0000,0000,0,3416,0000,0000,0,3445,0000,0000
"Lee, AR",05077,0,3213,0000,0000,0,3065,0000,0000,0,3103,0000,0000,0,2910,0000,0000,0,2770,0000,0000,0,2695,0000,0000,0,2557,0000,0000,0,2366,0000,0000,0,2284,0000,0000,0,2166,0000,0000
"Lincoln, AR",05079,0,2174,0000,0000,0,2225,0000,0000,0,2224,0000,0000,0,2186,0000,0000,0,2185,0000,0000,0,2198,0000,0000,0,2232,0000,0000,0,2199,0000,0000,0,2188,0000,0000,0,2201,0000,0000
"Little River, AR",05081,0,3058,0000,0000,0,3058,0000,0000,0,3061,0000,0000,0,2999,0000,0000,0,2976,0000,0000,0,2816,0000,0000,0,2647,0000,0000,0,2491,0000,0000,0,2419,0000,0000,0,2382,0000,0000
"Logan, AR",05083,0,3415,0000,0000,0,3470,0000,0000,0,3509,0000,0000,0,3487,0000,0000,0,3493,0000,0000,0,3483,0000,0000,0,3534,0000,0000,0,3624,0000,0000,0,3720,0000,0000,0,3704,0000,0000
"Lonoke, AR",05085,0,8041,0000,0000,0,8208,0000,0000,0,8497,0000,0000,0,8518,0000,0000,0,8576,0000,0000,0,8675,0000,0000,0,9076,0000,0000,0,9350,0000,0000,0,9602,0000,0000,0,9889,0000,0000
"Madison, AR",05087,0,2297,0000,0000,0,2293,0000,0000,0,2311,0000,0000,0,2279,0000,0000,0,2335,0000,0000,0,2395,0000,0000,0,2382,0000,0000,0,2494,0000,0000,0,2580,0000,0000,0,2673,0000,0000
"Marion, AR",05089,0,2011,0000,0000,0,1952,0000,0000,0,1945,0000,0000,0,1914,0000,0000,0,1894,0000,0000,0,1933,0000,0000,0,1971,0000,0000,0,2076,0000,0000,0,2218,0000,0000,0,2306,0000,0000
"Miller, AR",05091,0,7983,0000,0000,0,7969,0000,0000,0,8011,0000,0000,0,7757,0000,0000,0,7618,0000,0000,0,7536,0000,0000,0,7462,0000,0000,0,7541,0000,0000,0,7569,0000,0000,0,7336,0000,0000
"Mississippi, AR",05093,0,12109,0000,0000,0,12125,0000,0000,0,12507,0000,0000,0,12138,0000,0000,0,11950,0000,0000,0,11946,0000,0000,0,11049,0000,0000,0,10778,0000,0000,0,10649,0000,0000,0,10522,0000,0000
"Monroe, AR",05095,0,2554,0000,0000,0,2519,0000,0000,0,2469,0000,0000,0,2381,0000,0000,0,2396,0000,0000,0,2343,0000,0000,0,2286,0000,0000,0,2246,0000,0000,0,2212,0000,0000,0,2179,0000,0000
"Montgomery, AR",05097,0,1339,0000,0000,0,1388,0000,0000,0,1362,0000,0000,0,1331,0000,0000,0,1331,0000,0000,0,1312,0000,0000,0,1341,0000,0000,0,1337,0000,0000,0,1450,0000,0000,0,1402,0000,0000
"Nevada, AR",05099,0,2364,0000,0000,0,2256,0000,0000,0,2201,0000,0000,0,2114,0000,0000,0,2106,0000,0000,0,2063,0000,0000,0,2026,0000,0000,0,1988,0000,0000,0,1992,0000,0000,0,2028,0000,0000
"Newton, AR",05101,0,1397,0000,0000,0,1397,0000,0000,0,1437,0000,0000,0,1451,0000,0000,0,1468,0000,0000,0,1469,0000,0000,0,1462,0000,0000,0,1484,0000,0000,0,1469,0000,0000,0,1443,0000,0000
"Ouachita, AR",05103,0,6376,0000,0000,0,6486,0000,0000,0,6532,0000,0000,0,6427,0000,0000,0,6335,0000,0000,0,6224,0000,0000,0,6174,0000,0000,0,6196,0000,0000,0,6168,0000,0000,0,6110,0000,0000
"Perry, AR",05105,0,1585,0000,0000,0,1623,0000,0000,0,1600,0000,0000,0,1540,0000,0000,0,1553,0000,0000,0,1574,0000,0000,0,1685,0000,0000,0,1654,0000,0000,0,1734,0000,0000,0,1819,0000,0000
"Phillips, AR",05107,0,7575,0000,0000,0,7468,0000,0000,0,7337,0000,0000,0,7168,0000,0000,0,6925,0000,0000,0,6858,0000,0000,0,6678,0000,0000,0,6603,0000,0000,0,6478,0000,0000,0,6402,0000,0000
"Pike, AR",05109,0,1906,0000,0000,0,1937,0000,0000,0,1917,0000,0000,0,1876,0000,0000,0,1856,0000,0000,0,1831,0000,0000,0,1850,0000,0000,0,1888,0000,0000,0,1947,0000,0000,0,2210,0000,0000
"Poinsett, AR",05111,0,5105,0000,0000,0,5043,0000,0000,0,4987,0000,0000,0,4881,0000,0000,0,4817,0000,0000,0,4780,0000,0000,0,4947,0000,0000,0,5012,0000,0000,0,5072,0000,0000,0,5073,0000,0000
"Polk, AR",05113,0,3168,0000,0000,0,3245,0000,0000,0,3328,0000,0000,0,3271,0000,0000,0,3325,0000,0000,0,3323,0000,0000,0,3430,0000,0000,0,3558,0000,0000,0,3635,0000,0000,0,3699,0000,0000
"Pope, AR",05115,0,8120,0000,0000,0,8188,0000,0000,0,8248,0000,0000,0,8380,0000,0000,0,8548,0000,0000,0,8805,0000,0000,0,8993,0000,0000,0,9234,0000,0000,0,9375,0000,0000,0,9636,0000,0000
"Prairie, AR",05117,0,1802,0000,0000,0,1806,0000,0000,0,1773,0000,0000,0,1736,0000,0000,0,1749,0000,0000,0,1713,0000,0000,0,1614,0000,0000,0,1651,0000,0000,0,1617,0000,0000,0,1604,0000,0000
"Pulaski, AR",05119,0,60022,0000,0000,0,58972,0000,0000,0,58515,0000,0000,0,57456,0000,0000,0,56972,0000,0000,0,56840,0000,0000,0,57400,0000,0000,0,55856,0000,0000,0,54397,0000,0000,0,54644,0000,0000
"Randolph, AR",05121,0,2740,0000,0000,0,2706,0000,0000,0,2746,0000,0000,0,2808,0000,0000,0,2862,0000,0000,0,2860,0000,0000,0,2934,0000,0000,0,2914,0000,0000,0,2947,0000,0000,0,2994,0000,0000
"St. Francis, AR",05123,0,7639,0000,0000,0,7562,0000,0000,0,7662,0000,0000,0,7247,0000,0000,0,6998,0000,0000,0,6971,0000,0000,0,6885,0000,0000,0,6618,0000,0000,0,6581,0000,0000,0,6477,0000,0000
"Saline, AR",05125,0,10168,0000,0000,0,10462,0000,0000,0,10595,0000,0000,0,10634,0000,0000,0,10890,0000,0000,0,11043,0000,0000,0,11146,0000,0000,0,11510,0000,0000,0,11706,0000,0000,0,11837,0000,0000
"Scott, AR",05127,0,1574,0000,0000,0,1626,0000,0000,0,1605,0000,0000,0,1561,0000,0000,0,1513,0000,0000,0,1610,0000,0000,0,1611,0000,0000,0,1647,0000,0000,0,1685,0000,0000,0,1711,0000,0000
"Searcy, AR",05129,0,1419,0000,0000,0,1427,0000,0000,0,1381,0000,0000,0,1400,0000,0000,0,1360,0000,0000,0,1348,0000,0000,0,1358,0000,0000,0,1408,0000,0000,0,1431,0000,0000,0,1463,0000,0000
"Sebastian, AR",05131,0,16490,0000,0000,0,17315,0000,0000,0,17724,0000,0000,0,17250,0000,0000,0,17315,0000,0000,0,17598,0000,0000,0,17871,0000,0000,0,17964,0000,0000,0,18061,0000,0000,0,18381,0000,0000
"Sevier, AR",05133,0,2444,0000,0000,0,2419,0000,0000,0,2465,0000,0000,0,2445,0000,0000,0,2546,0000,0000,0,2591,0000,0000,0,2743,0000,0000,0,2785,0000,0000,0,2837,0000,0000,0,2973,0000,0000
"Sharp, AR",05135,0,2902,0000,0000,0,2896,0000,0000,0,2973,0000,0000,0,2952,0000,0000,0,2987,0000,0000,0,2982,0000,0000,0,2958,0000,0000,0,3016,0000,0000,0,3066,0000,0000,0,3104,0000,0000
"Stone, AR",05137,0,1602,0000,0000,0,1568,0000,0000,0,1598,0000,0000,0,1525,0000,0000,0,1562,0000,0000,0,1573,0000,0000,0,1648,0000,0000,0,1811,0000,0000,0,1850,0000,0000,0,1886,0000,0000
"Union, AR",05139,0,9703,0000,0000,0,9714,0000,0000,0,9678,0000,0000,0,9630,0000,0000,0,9573,0000,0000,0,9545,0000,0000,0,9515,0000,0000,0,9504,0000,0000,0,9262,0000,0000,0,8992,0000,0000
"Van Buren, AR",05141,0,2230,0000,0000,0,2266,0000,0000,0,2279,0000,0000,0,2251,0000,0000,0,2297,0000,0000,0,2307,0000,0000,0,2337,0000,0000,0,2388,0000,0000,0,2385,0000,0000,0,2341,0000,0000
"Washington, AR",05143,0,18220,0000,0000,0,19377,0000,0000,0,19771,0000,0000,0,19732,0000,0000,0,20220,0000,0000,0,20827,0000,0000,0,21670,0000,0000,0,22066,0000,0000,0,22782,0000,0000,0,23821,0000,0000
"White, AR",05145,0,9804,0000,0000,0,10016,0000,0000,0,10091,0000,0000,0,9969,0000,0000,0,10102,0000,0000,0,10255,0000,0000,0,10414,0000,0000,0,10687,0000,0000,0,10924,0000,0000,0,11174,0000,0000
"Woodruff, AR",05147,0,2113,0000,0000,0,2078,0000,0000,0,2101,0000,0000,0,1997,0000,0000,0,1920,0000,0000,0,1894,0000,0000,0,1842,0000,0000,0,1837,0000,0000,0,1808,0000,0000,0,1764,0000,0000
"Yell, AR",05149,0,3426,0000,0000,0,3433,0000,0000,0,3438,0000,0000,0,3417,0000,0000,0,3410,0000,0000,0,3492,0000,0000,0,3590,0000,0000,0,3672,0000,0000,0,3708,0000,0000,0,3734,0000,0000
CALIFORNIA,06000,0,4621126,0000,0000,0,4488398,0000,0000,0,4833981,0000,0000,0,4771978,0000,0000,0,4949910,0000,0000,0,5108228,0000,0000,0,5195777,0000,0000,0,5268501,0000,0000,0,5342071,0000,0000,0,5468287,0000,0000
"Alameda, CA",06001,0,184707,0000,0000,0,177426,0000,0000,0,187057,0000,0000,0,180515,0000,0000,0,184241,0000,0000,0,188407,0000,0000,0,190362,0000,0000,0,193496,0000,0000,0,195716,0000,0000,0,199979,0000,0000
"Alpine, CA",06003,0,146,0000,0000,0,147,0000,0000,0,142,0000,0000,0,163,0000,0000,0,178,0000,0000,0,178,0000,0000,0,168,0000,0000,0,151,0000,0000,0,175,0000,0000,0,174,0000,0000
"Amador, CA",06005,0,3630,0000,0000,0,3832,0000,0000,0,3887,0000,0000,0,4034,0000,0000,0,4229,0000,0000,0,4471,0000,0000,0,4654,0000,0000,0,4711,0000,0000,0,4760,0000,0000,0,4834,0000,0000
"Butte, CA",06007,0,26097,0000,0000,0,27186,0000,0000,0,28911,0000,0000,0,28434,0000,0000,0,29816,0000,0000,0,31195,0000,0000,0,32271,0000,0000,0,33934,0000,0000,0,33955,0000,0000,0,34612,0000,0000
"Calaveras, CA",06009,0,5185,0000,0000,0,5487,0000,0000,0,5952,0000,0000,0,6201,0000,0000,0,6618,0000,0000,0,7037,0000,0000,0,6932,0000,0000,0,7201,0000,0000,0,7295,0000,0000,0,7396,0000,0000
"Colusa, CA",06011,0,3135,0000,0000,0,3308,0000,0000,0,3538,0000,0000,0,3597,0000,0000,0,3796,0000,0000,0,3825,0000,0000,0,3960,0000,0000,0,3985,0000,0000,0,4087,0000,0000,0,4160,0000,0000
"Contra Costa, CA",06013,0,124804,0000,0000,0,118311,0000,0000,0,128171,0000,0000,0,126392,0000,0000,0,128729,0000,0000,0,131525,0000,0000,0,134035,0000,0000,0,136936,0000,0000,0,139573,0000,0000,0,142904,0000,0000
"Del Norte, CA",06015,0,3773,0000,0000,0,3866,0000,0000,0,4269,0000,0000,0,4226,0000,0000,0,4770,0000,0000,0,4930,0000,0000,0,5098,0000,0000,0,5146,0000,0000,0,5281,0000,0000,0,5332,0000,0000
"El Dorado, CA",06017,0,20105,0000,0000,0,20460,0000,0000,0,22957,0000,0000,0,23577,0000,0000,0,25031,0000,0000,0,26277,0000,0000,0,27069,0000,0000,0,27683,0000,0000,0,28422,0000,0000,0,28632,0000,0000
"Fresno, CA",06019,0,126617,0000,0000,0,128058,0000,0000,0,136139,0000,0000,0,139680,0000,0000,0,153132,0000,0000,0,159275,0000,0000,0,161359,0000,0000,0,164198,0000,0000,0,167371,0000,0000,0,170190,0000,0000
"Glenn, CA",06021,0,5631,0000,0000,0,4947,0000,0000,0,6006,0000,0000,0,5448,0000,0000,0,5700,0000,0000,0,5921,0000,0000,0,6040,0000,0000,0,6074,0000,0000,0,6232,0000,0000,0,6188,0000,0000
"Humboldt, CA",06023,0,20427,0000,0000,0,19800,0000,0000,0,21199,0000,0000,0,20523,0000,0000,0,21136,0000,0000,0,21618,0000,0000,0,21836,0000,0000,0,21812,0000,0000,0,21796,0000,0000,0,22170,0000,0000
"Imperial, CA",06025,0,26114,0000,0000,0,26287,0000,0000,0,28030,0000,0000,0,28206,0000,0000,0,29019,0000,0000,0,29695,0000,0000,0,31183,0000,0000,0,31596,0000,0000,0,32025,0000,0000,0,32285,0000,0000
"Inyo, CA",06027,0,3993,0000,0000,0,3250,0000,0000,0,4023,0000,0000,0,3342,0000,0000,0,3346,0000,0000,0,3312,0000,0000,0,3387,0000,0000,0,3452,0000,0000,0,3481,0000,0000,0,3481,0000,0000
"Kern, CA",06029,0,100462,0000,0000,0,103565,0000,0000,0,113592,0000,0000,0,113538,0000,0000,0,120044,0000,0000,0,125403,0000,0000,0,128596,0000,0000,0,131578,0000,0000,0,133702,0000,0000,0,136677,0000,0000
"Kings, CA",06031,0,18503,0000,0000,0,18650,0000,0000,0,19335,0000,0000,0,20224,0000,0000,0,21049,0000,0000,0,21880,0000,0000,0,22656,0000,0000,0,23031,0000,0000,0,23491,0000,0000,0,23816,0000,0000
"Lake, CA",06033,0,8152,0000,0000,0,8134,0000,0000,0,8807,0000,0000,0,8697,0000,0000,0,9211,0000,0000,0,9580,0000,0000,0,9922,0000,0000,0,10188,0000,0000,0,10272,0000,0000,0,10214,0000,0000
"Lassen, CA",06035,0,5065,0000,0000,0,4784,0000,0000,0,5786,0000,0000,0,5076,0000,0000,0,5252,0000,0000,0,5402,0000,0000,0,5354,0000,0000,0,5382,0000,0000,0,5470,0000,0000,0,5511,0000,0000
"Los Angeles, CA",06037,0,1368386,0000,0000,0,1316054,0000,0000,0,1404930,0000,0000,0,1366568,0000,0000,0,1406705,0000,0000,0,1441228,0000,0000,0,1455867,0000,0000,0,1465597,0000,0000,0,1473717,0000,0000,0,1508589,0000,0000
"Madera, CA",06039,0,16697,0000,0000,0,17853,0000,0000,0,18823,0000,0000,0,20243,0000,0000,0,19436,0000,0000,0,20092,0000,0000,0,20991,0000,0000,0,21530,0000,0000,0,22011,0000,0000,0,23360,0000,0000
"Marin, CA",06041,0,29197,0000,0000,0,24477,0000,0000,0,26761,0000,0000,0,24584,0000,0000,0,25213,0000,0000,0,25831,0000,0000,0,26214,0000,0000,0,26534,0000,0000,0,26925,0000,0000,0,27350,0000,0000
"Mariposa, CA",06043,0,2062,0000,0000,0,2175,0000,0000,0,2269,0000,0000,0,2399,0000,0000,0,2505,0000,0000,0,2688,0000,0000,0,2628,0000,0000,0,2670,0000,0000,0,2745,0000,0000,0,2741,0000,0000
"Mendocino, CA",06045,0,18857,0000,0000,0,14716,0000,0000,0,18335,0000,0000,0,15335,0000,0000,0,15659,0000,0000,0,15936,0000,0000,0,16026,0000,0000,0,16007,0000,0000,0,15877,0000,0000,0,15878,0000,0000
"Merced, CA",06047,0,36955,0000,0000,0,37189,0000,0000,0,40534,0000,0000,0,40705,0000,0000,0,42359,0000,0000,0,43847,0000,0000,0,44652,0000,0000,0,46344,0000,0000,0,46957,0000,0000,0,47462,0000,0000
"Modoc, CA",06049,0,2074,0000,0000,0,1942,0000,0000,0,2308,0000,0000,0,2140,0000,0000,0,2235,0000,0000,0,2247,0000,0000,0,2307,0000,0000,0,2329,0000,0000,0,2404,0000,0000,0,2363,0000,0000
"Mono, CA",06051,0,1292,0000,0000,0,1296,0000,0000,0,1375,0000,0000,0,1588,0000,0000,0,1592,0000,0000,0,1628,0000,0000,0,1740,0000,0000,0,1809,0000,0000,0,1799,0000,0000,0,1882,0000,0000
"Monterey, CA",06053,0,60358,0000,0000,0,55595,0000,0000,0,61076,0000,0000,0,59125,0000,0000,0,60635,0000,0000,0,62468,0000,0000,0,63670,0000,0000,0,61543,0000,0000,0,61844,0000,0000,0,63752,0000,0000
"Napa, CA",06055,0,16257,0000,0000,0,14530,0000,0000,0,16298,0000,0000,0,15658,0000,0000,0,16271,0000,0000,0,16949,0000,0000,0,17436,0000,0000,0,17720,0000,0000,0,18067,0000,0000,0,18340,0000,0000
"Nevada, CA",06057,0,10420,0000,0000,0,10739,0000,0000,0,11074,0000,0000,0,11778,0000,0000,0,12397,0000,0000,0,12726,0000,0000,0,12732,0000,0000,0,13079,0000,0000,0,13377,0000,0000,0,13457,0000,0000
"Orange, CA",06059,0,378000,0000,0000,0,344968,0000,0000,0,372724,0000,0000,0,360165,0000,0000,0,375537,0000,0000,0,390908,0000,0000,0,396893,0000,0000,0,402314,0000,0000,0,412266,0000,0000,0,424862,0000,0000
"Placer, CA",06061,0,27581,0000,0000,0,27943,0000,0000,0,31241,0000,0000,0,31335,0000,0000,0,33794,0000,0000,0,35907,0000,0000,0,37556,0000,0000,0,39298,0000,0000,0,42527,0000,0000,0,44246,0000,0000
"Plumas, CA",06063,0,4159,0000,0000,0,3595,0000,0000,0,4095,0000,0000,0,3622,0000,0000,0,3699,0000,0000,0,3871,0000,0000,0,3875,0000,0000,0,3869,0000,0000,0,3851,0000,0000,0,3655,0000,0000
